Date,GBP,Conversion rate GBP,Reciprocal rate GBP,,,EUR,Conversion rate EUR,Reciprocal rate EUR,,,AUD,Conversion rate AUD,Reciprocal rate AUD,,,BRL,Conversion rate BRL,Reciprocal rate BRL,,,CLP,Conversion rate CLP,Reciprocal rate CLP,,,CNY,Conversion rate CNY,Reciprocal rate CNY,,,COP,Conversion rate COP,Reciprocal rate COP,,,CZK,Conversion rate CZK,Reciprocal rate CZK,,,INR,Conversion rate INR,Reciprocal rate INR,,,IDR,Conversion rate IDR,Reciprocal rate IDR,,,ILS,Conversion rate ILS,Reciprocal rate ILS,,,JPY,Conversion rate JPY,Reciprocal rate JPY,,,MXN,Conversion rate MXN,Reciprocal rate MXN,,,NZD,Conversion rate NZD,Reciprocal rate NZD,,,PLN,Conversion rate PLN,Reciprocal rate PLN,,,RUB,Conversion rate RUB,Reciprocal rate RUB,,,SGD,Conversion rate SGD,Reciprocal rate SGD,,,ZAR,Conversion rate ZAR,Reciprocal rate ZAR,,,KRW,Conversion rate KRW,Reciprocal rate KRW,,,TWD,Conversion rate TWD,Reciprocal rate TWD,,,THB,Conversion rate THB,Reciprocal rate THB,,,TRY,Conversion rate TRY,Reciprocal rate TRY,,,AED,Conversion rate AED,Reciprocal rate AED,,,SEK,Conversion rate SEK,Reciprocal rate SEK,,,CAD,Conversion rate CAD,Reciprocal rate CAD,,,CHF,Conversion rate CHF,Reciprocal rate CHF
3/8/2011,0.62,0.6187,1.6163,,,0.72,0.7188,1.3911,,,0.99,0.9889,1.0112,,,1.65,1.6541,0.6046,,,475.2,475.1957,0.002104,,,6.57,6.5673,0.1523,,,1889.69,1889.6887,0.000529,,,17.45,17.4506,0.0573,,,45.03,45.0301,0.02221,,,8750.45,8750.4505,0.000114,,,3.58,3.5762,0.2796,,,82.73,82.7342,0.01209,,,12,12.0017,0.08332,,,1.35,1.35,0.7408,,,2.85,2.8542,0.3504,,,28.19,28.1863,0.03548,,,1.27,1.2677,0.7888,,,6.89,6.8887,0.1452,,,1115.15,1115.155,0.000897,,,29.43,29.4333,0.03398,,,30.35,30.3531,0.03295,,,1.59,1.5886,0.6295,,,3.67,3.6736,0.2722,,,6.37,6.3692,0.157,,,0.97,0.9713,1.0295,,,0.93,0.9348,1.0697
3/7/2011,0.62,0.6172,1.6203,,,0.72,0.7155,1.3976,,,0.99,0.9891,1.011,,,1.65,1.6533,0.6048,,,473.87,473.8686,0.00211,,,6.56,6.5576,0.1525,,,1894.55,1894.5525,0.000528,,,17.32,17.3151,0.05775,,,44.98,44.9792,0.02223,,,8772.97,8772.973,0.000114,,,3.59,3.592,0.2784,,,82.11,82.1079,0.01218,,,12.03,12.0326,0.08311,,,1.36,1.3582,0.7363,,,2.84,2.8432,0.3517,,,28.19,28.1852,0.03548,,,1.27,1.266,0.7899,,,6.88,6.8771,0.1454,,,1118.03,1118.0253,0.000894,,,29.35,29.349,0.03407,,,30.4,30.4027,0.03289,,,1.6,1.6003,0.6249,,,3.67,3.6733,0.2722,,,6.36,6.3564,0.1573,,,0.97,0.9738,1.0269,,,0.93,0.9257,1.0803
3/4/2011,0.62,0.6154,1.6249,,,0.72,0.7152,1.3983,,,0.99,0.9891,1.011,,,1.64,1.6439,0.6083,,,473.85,473.8537,0.00211,,,6.57,6.568,0.1523,,,1889.88,1889.8833,0.000529,,,17.36,17.3619,0.0576,,,44.91,44.9098,0.02227,,,8751.35,8751.3514,0.000114,,,3.61,3.6098,0.277,,,82.39,82.3919,0.01214,,,12.01,12.0074,0.08328,,,1.36,1.3575,0.7367,,,2.84,2.8445,0.3516,,,28.19,28.1892,0.03547,,,1.27,1.2668,0.7894,,,6.89,6.8943,0.145,,,1117.84,1117.8366,0.000895,,,29.37,29.3652,0.03405,,,30.46,30.461,0.03283,,,1.6,1.6019,0.6243,,,3.67,3.6726,0.2723,,,6.34,6.3449,0.1576,,,0.97,0.9714,1.0294,,,0.93,0.9264,1.0795
3/3/2011,0.61,0.6148,1.6264,,,0.72,0.7171,1.3946,,,0.99,0.9871,1.013,,,1.66,1.6554,0.6041,,,473.16,473.1553,0.002113,,,6.57,6.5725,0.1521,,,1907.44,1907.4364,0.000524,,,17.43,17.4303,0.05737,,,45.04,45.0416,0.0222,,,8781.08,8781.0811,0.000114,,,3.61,3.614,0.2767,,,82.39,82.3922,0.01214,,,12.03,12.0304,0.08312,,,1.35,1.3511,0.7401,,,2.86,2.8626,0.3493,,,28.19,28.195,0.03547,,,1.27,1.2685,0.7883,,,6.9,6.903,0.1449,,,1117.78,1117.7752,0.000895,,,29.5,29.5006,0.0339,,,30.48,30.4784,0.03281,,,1.6,1.6002,0.6249,,,3.67,3.6726,0.2723,,,6.33,6.3251,0.1581,,,0.97,0.9747,1.026,,,0.93,0.9307,1.0745
3/2/2011,0.61,0.6131,1.631,,,0.72,0.721,1.3869,,,0.98,0.9846,1.0156,,,1.66,1.6605,0.6022,,,476.92,476.9231,0.002097,,,6.57,6.5726,0.1521,,,1916.14,1916.1417,0.000522,,,17.5,17.5009,0.05714,,,44.82,44.8158,0.02231,,,8849.09,8849.0909,0.000113,,,3.62,3.624,0.2759,,,81.59,81.5926,0.01226,,,12.11,12.113,0.08256,,,1.35,1.3469,0.7424,,,2.87,2.8672,0.3488,,,28.38,28.379,0.03524,,,1.27,1.2696,0.7877,,,6.89,6.8889,0.1452,,,1125.32,1125.3179,0.000889,,,29.63,29.6317,0.03375,,,30.53,30.5332,0.03275,,,1.62,1.6186,0.6178,,,3.67,3.6732,0.2722,,,6.32,6.3208,0.1582,,,0.97,0.9734,1.0273,,,0.92,0.9222,1.0843
3/1/2011,0.61,0.6132,1.6308,,,0.72,0.724,1.3812,,,0.98,0.9844,1.0158,,,1.66,1.6604,0.6023,,,476.2,476.1975,0.0021,,,6.57,6.5698,0.1522,,,1914.15,1914.1454,0.000522,,,17.63,17.628,0.05673,,,44.84,44.8366,0.0223,,,8777.48,8777.4775,0.000114,,,3.63,3.6314,0.2754,,,81.87,81.8739,0.01221,,,12.09,12.0896,0.08272,,,1.33,1.3321,0.7507,,,2.88,2.8783,0.3474,,,28.72,28.715,0.03483,,,1.27,1.2709,0.7868,,,6.94,6.9444,0.144,,,1123.76,1123.7601,0.00089,,,29.54,29.5421,0.03385,,,30.53,30.5327,0.03275,,,1.61,1.6109,0.6208,,,3.67,3.6724,0.2723,,,6.31,6.3143,0.1584,,,0.97,0.9743,1.0264,,,0.93,0.9285,1.077
2/28/2011,0.62,0.6155,1.6246,,,0.73,0.7251,1.3792,,,0.98,0.9829,1.0174,,,1.66,1.66,0.6024,,,475.77,475.7694,0.002102,,,6.57,6.5715,0.1522,,,1905.87,1905.8708,0.000525,,,17.66,17.6559,0.05664,,,45.26,45.2556,0.0221,,,8853.64,8853.6364,0.000113,,,3.63,3.6272,0.2757,,,81.91,81.9092,0.01221,,,12.11,12.1132,0.08255,,,1.33,1.3297,0.752,,,2.87,2.8737,0.348,,,28.87,28.8734,0.03463,,,1.27,1.2726,0.7858,,,6.96,6.9564,0.1438,,,1124.6,1124.5958,0.000889,,,29.75,29.7465,0.03362,,,30.6,30.5969,0.03268,,,1.6,1.6008,0.6247,,,3.67,3.6737,0.2722,,,6.35,6.3488,0.1575,,,0.97,0.9739,1.0268,,,0.93,0.9305,1.0746
2/25/2011,0.62,0.622,1.6076,,,0.73,0.7269,1.3757,,,0.98,0.9847,1.0155,,,1.66,1.6606,0.6022,,,474.78,474.7822,0.002106,,,6.57,6.5744,0.1521,,,1897.29,1897.2921,0.000527,,,17.79,17.7925,0.0562,,,45.27,45.2653,0.02209,,,8836.94,8836.9369,0.000113,,,3.65,3.6478,0.2741,,,81.74,81.7417,0.01223,,,12.13,12.1278,0.08245,,,1.33,1.3309,0.7514,,,2.89,2.8892,0.3461,,,28.94,28.9351,0.03456,,,1.27,1.2727,0.7857,,,6.99,6.9914,0.143,,,1126.18,1126.1768,0.000888,,,29.75,29.7513,0.03361,,,30.63,30.634,0.03264,,,1.6,1.5968,0.6263,,,3.67,3.6724,0.2723,,,6.43,6.4279,0.1556,,,0.98,0.9809,1.0195,,,0.93,0.9284,1.0771
2/24/2011,0.62,0.6209,1.6105,,,0.73,0.725,1.3793,,,0.99,0.9914,1.0086,,,1.66,1.6622,0.6016,,,478.23,478.2313,0.002091,,,6.57,6.5745,0.1521,,,1900,1900,0.000526,,,17.77,17.7718,0.05627,,,45.42,45.4176,0.02202,,,8866.67,8866.6667,0.000113,,,3.66,3.6574,0.2734,,,81.68,81.6763,0.01224,,,12.18,12.1762,0.08213,,,1.34,1.3378,0.7475,,,2.89,2.8922,0.3458,,,28.99,28.9897,0.0345,,,1.28,1.2759,0.7838,,,7.07,7.0704,0.1414,,,1132.57,1132.5662,0.000883,,,29.78,29.7791,0.03358,,,30.61,30.6128,0.03267,,,1.61,1.605,0.623,,,3.67,3.6724,0.2723,,,6.39,6.3909,0.1565,,,0.98,0.9842,1.0161,,,0.93,0.9253,1.0808
2/23/2011,0.62,0.6166,1.6219,,,0.73,0.7269,1.3758,,,1,1,1,,,1.67,1.6741,0.5973,,,476.2,476.1996,0.0021,,,6.58,6.5765,0.1521,,,1897.51,1897.5143,0.000527,,,17.83,17.8329,0.05608,,,45.07,45.0681,0.02219,,,8860.71,8860.7143,0.000113,,,3.64,3.6445,0.2744,,,82.43,82.4252,0.01213,,,12.18,12.1827,0.08208,,,1.34,1.342,0.7452,,,2.89,2.8908,0.3459,,,29.16,29.1625,0.03429,,,1.28,1.2772,0.783,,,7.13,7.1293,0.1403,,,1127.73,1127.7273,0.000887,,,29.57,29.5709,0.03382,,,30.6,30.6013,0.03268,,,1.61,1.6061,0.6226,,,3.67,3.6728,0.2723,,,6.39,6.3943,0.1564,,,0.99,0.9924,1.0077,,,0.93,0.932,1.073
2/22/2011,0.62,0.62,1.6128,,,0.73,0.7321,1.366,,,1,1.0008,0.9992,,,1.67,1.6665,0.6001,,,471.72,471.7225,0.00212,,,6.58,6.5814,0.1519,,,1892.32,1892.3225,0.000528,,,17.95,17.9548,0.0557,,,45.18,45.1833,0.02213,,,8881.98,8881.982,0.000113,,,3.63,3.6326,0.2753,,,82.92,82.9184,0.01206,,,12.1,12.0999,0.08265,,,1.34,1.3352,0.749,,,2.9,2.898,0.3451,,,29.27,29.2726,0.03416,,,1.28,1.2792,0.7817,,,7.14,7.1442,0.14,,,1128.03,1128.032,0.000886,,,29.53,29.5268,0.03387,,,30.62,30.618,0.03266,,,1.6,1.5953,0.6268,,,3.67,3.6732,0.2722,,,6.43,6.4312,0.1555,,,0.99,0.9859,1.0143,,,0.94,0.9395,1.0644
2/21/2011,0.62,0.6161,1.6231,,,0.73,0.7313,1.3675,,,0.99,0.9913,1.0087,,,1.67,1.666,0.6002,,,468.25,468.2532,0.002136,,,6.57,6.5674,0.1523,,,1877.48,1877.4809,0.000533,,,17.9,17.9035,0.05585,,,44.92,44.9224,0.02226,,,8863.06,8863.0631,0.000113,,,3.61,3.609,0.2771,,,83.16,83.1615,0.01202,,,12.06,12.0579,0.08293,,,1.31,1.313,0.7616,,,2.88,2.8834,0.3468,,,29.16,29.1583,0.0343,,,1.28,1.2765,0.7834,,,7.16,7.1601,0.1397,,,1119.23,1119.2264,0.000893,,,29.35,29.3496,0.03407,,,30.54,30.5433,0.03274,,,1.59,1.5901,0.6289,,,3.67,3.6723,0.2723,,,6.42,6.4217,0.1557,,,0.98,0.9838,1.0165,,,0.95,0.9467,1.0563
2/18/2011,0.62,0.6156,1.6243,,,0.73,0.7314,1.3672,,,0.99,0.986,1.0142,,,1.66,1.665,0.6006,,,468.54,468.5415,0.002134,,,6.58,6.5753,0.1521,,,1875.95,1875.9542,0.000533,,,17.88,17.8825,0.05592,,,45.11,45.1124,0.02217,,,8855.86,8855.8559,0.000113,,,3.62,3.622,0.2761,,,83.23,83.2345,0.01201,,,12.01,12.0098,0.08327,,,1.31,1.3096,0.7636,,,2.87,2.8651,0.349,,,29.13,29.1259,0.03433,,,1.27,1.274,0.7849,,,7.12,7.1232,0.1404,,,1111.99,1111.991,0.000899,,,29.4,29.3959,0.03402,,,30.57,30.5659,0.03272,,,1.58,1.5771,0.6341,,,3.67,3.6734,0.2722,,,6.4,6.3956,0.1564,,,0.98,0.983,1.0173,,,0.95,0.9484,1.0544
2/17/2011,0.62,0.6184,1.6171,,,0.73,0.7347,1.361,,,0.99,0.9886,1.0115,,,1.66,1.6614,0.6019,,,469.87,469.8663,0.002128,,,6.59,6.5857,0.1518,,,1888.48,1888.4837,0.00053,,,17.87,17.8664,0.05597,,,45.26,45.2576,0.0221,,,8863.96,8863.964,0.000113,,,3.62,3.6239,0.2759,,,83.24,83.2403,0.01201,,,12.05,12.0458,0.08302,,,1.32,1.3166,0.7595,,,2.87,2.871,0.3483,,,29.24,29.2392,0.0342,,,1.28,1.2761,0.7836,,,7.19,7.187,0.1391,,,1114.27,1114.2695,0.000897,,,29.42,29.4228,0.03399,,,30.6,30.6034,0.03268,,,1.58,1.5773,0.634,,,3.67,3.6726,0.2723,,,6.41,6.4098,0.156,,,0.98,0.9839,1.0164,,,0.95,0.9509,1.0516
2/16/2011,0.62,0.6226,1.6062,,,0.74,0.7383,1.3545,,,1,1.0017,0.9983,,,1.67,1.6729,0.5978,,,474.03,474.026,0.00211,,,6.59,6.5876,0.1518,,,1906.19,1906.1896,0.000525,,,17.96,17.9606,0.05568,,,45.41,45.4147,0.02202,,,8878.38,8878.3784,0.000113,,,3.62,3.6218,0.2761,,,83.73,83.7298,0.01194,,,12.09,12.0891,0.08272,,,1.33,1.3289,0.7525,,,2.89,2.8858,0.3465,,,29.23,29.2346,0.03421,,,1.28,1.2797,0.7814,,,7.25,7.2463,0.138,,,1117.35,1117.3469,0.000895,,,29.43,29.4267,0.03398,,,30.62,30.6246,0.03265,,,1.59,1.5857,0.6306,,,3.67,3.6731,0.2722,,,6.42,6.4244,0.1557,,,0.99,0.9855,1.0147,,,0.96,0.9617,1.0398
2/15/2011,0.62,0.6201,1.6127,,,0.74,0.741,1.3494,,,1,1.0012,0.9988,,,1.67,1.6673,0.5998,,,472.61,472.6099,0.002116,,,6.59,6.5913,0.1517,,,1905.01,1905.0096,0.000525,,,18.05,18.0486,0.05541,,,45.44,45.4366,0.02201,,,8907.21,8907.2072,0.000112,,,3.64,3.6416,0.2746,,,83.79,83.7881,0.01193,,,12.13,12.1298,0.08244,,,1.33,1.3303,0.7517,,,2.91,2.9114,0.3435,,,29.32,29.3209,0.03411,,,1.28,1.2802,0.7811,,,7.31,7.3129,0.1367,,,1122.25,1122.2474,0.000891,,,29.43,29.4344,0.03397,,,30.7,30.705,0.03257,,,1.6,1.5957,0.6267,,,3.67,3.6727,0.2723,,,6.48,6.4833,0.1542,,,0.99,0.9887,1.0114,,,0.97,0.9676,1.0335
2/14/2011,0.62,0.6242,1.6021,,,0.74,0.7421,1.3475,,,1,0.9977,1.0023,,,1.67,1.6669,0.5999,,,469.6,469.5962,0.002129,,,6.6,6.5988,0.1515,,,1890.06,1890.0574,0.000529,,,18.04,18.0449,0.05542,,,45.45,45.4483,0.022,,,8905.41,8905.4054,0.000112,,,3.66,3.6638,0.2729,,,83.35,83.3474,0.012,,,12.05,12.0475,0.083,,,1.32,1.3213,0.7568,,,2.93,2.9298,0.3413,,,29.31,29.3063,0.03412,,,1.28,1.2823,0.7799,,,7.31,7.3114,0.1368,,,1125.85,1125.8542,0.000888,,,29.36,29.3585,0.03406,,,30.74,30.7369,0.03253,,,1.6,1.5982,0.6257,,,3.67,3.6734,0.2722,,,6.5,6.5033,0.1538,,,0.99,0.9885,1.0116,,,0.97,0.9708,1.03
2/11/2011,0.63,0.6256,1.5985,,,0.74,0.7397,1.3519,,,1,1,1,,,1.67,1.6658,0.6003,,,472.25,472.2461,0.002118,,,6.59,6.5932,0.1517,,,1886.29,1886.2857,0.00053,,,17.92,17.9175,0.05581,,,45.61,45.6149,0.02192,,,8921.62,8921.6216,0.000112,,,3.68,3.6828,0.2715,,,83.5,83.4992,0.01198,,,12.07,12.0709,0.08284,,,1.32,1.3171,0.7593,,,2.9,2.9033,0.3444,,,29.32,29.3248,0.0341,,,1.28,1.2833,0.7793,,,7.31,7.3139,0.1367,,,1126.62,1126.6212,0.000888,,,29.18,29.178,0.03427,,,30.8,30.8025,0.03246,,,1.59,1.5916,0.6283,,,3.67,3.6732,0.2722,,,6.49,6.4938,0.154,,,0.99,0.9903,1.0098,,,0.98,0.9758,1.0248
2/10/2011,0.62,0.6199,1.6131,,,0.73,0.7333,1.3636,,,0.99,0.9941,1.0059,,,1.67,1.6672,0.5998,,,473.6,473.5966,0.002112,,,6.59,6.5884,0.1518,,,1885.42,1885.4167,0.00053,,,17.74,17.7388,0.05637,,,45.67,45.6651,0.0219,,,8888.39,8888.3929,0.000113,,,3.67,3.6748,0.2721,,,83.1,83.0968,0.01203,,,12.08,12.0784,0.08279,,,1.3,1.3022,0.768,,,2.88,2.8755,0.3478,,,29.31,29.3139,0.03411,,,1.28,1.2773,0.7829,,,7.26,7.2558,0.1378,,,1121.06,1121.0586,0.000892,,,28.95,28.9474,0.03455,,,30.79,30.7918,0.03248,,,1.59,1.5872,0.63,,,3.67,3.6734,0.2722,,,6.46,6.4601,0.1548,,,1,0.9955,1.0045,,,0.97,0.966,1.0352
2/9/2011,0.62,0.6215,1.6089,,,0.73,0.7305,1.3689,,,0.99,0.9906,1.0095,,,1.66,1.6625,0.6015,,,476.39,476.3889,0.002099,,,6.59,6.5918,0.1517,,,1891.06,1891.0646,0.000529,,,17.71,17.7087,0.05647,,,45.38,45.3786,0.02204,,,8961.26,8961.2613,0.000112,,,3.67,3.6718,0.2723,,,82.48,82.4793,0.01212,,,12.06,12.0555,0.08295,,,1.3,1.2967,0.7712,,,2.85,2.8542,0.3504,,,29.3,29.299,0.03413,,,1.27,1.2741,0.7849,,,7.23,7.2289,0.1383,,,1108.92,1108.9186,0.000902,,,28.79,28.7902,0.03473,,,30.72,30.7196,0.03255,,,1.59,1.589,0.6293,,,3.67,3.6732,0.2722,,,6.44,6.4382,0.1553,,,0.99,0.9947,1.0053,,,0.96,0.9612,1.0404
2/8/2011,0.62,0.6215,1.609,,,0.73,0.7307,1.3686,,,0.98,0.9828,1.0175,,,1.67,1.6674,0.5997,,,479.25,479.2453,0.002087,,,6.56,6.5559,0.1525,,,1876.14,1876.1364,0.000533,,,17.55,17.5545,0.05697,,,45.17,45.171,0.02214,,,8924.32,8924.3243,0.000112,,,3.66,3.6594,0.2733,,,81.94,81.9355,0.0122,,,11.98,11.9826,0.08345,,,1.29,1.2863,0.7774,,,2.84,2.8417,0.3519,,,29.2,29.204,0.03424,,,1.27,1.2718,0.7863,,,7.17,7.1679,0.1395,,,1100.67,1100.6667,0.000909,,,28.92,28.9226,0.03458,,,30.69,30.6877,0.03259,,,1.57,1.5736,0.6355,,,3.67,3.673,0.2723,,,6.4,6.4034,0.1562,,,0.99,0.9906,1.0095,,,0.96,0.9569,1.045
2/7/2011,0.62,0.6207,1.611,,,0.74,0.7377,1.3556,,,0.99,0.9864,1.0138,,,1.68,1.6784,0.5958,,,479.21,479.205,0.002087,,,6.56,6.5644,0.1523,,,1872.35,1872.3485,0.000534,,,17.77,17.7678,0.05628,,,45.37,45.3694,0.02204,,,8987.27,8987.2727,0.000111,,,3.68,3.6847,0.2714,,,82.38,82.3833,0.01214,,,11.97,11.9714,0.08353,,,1.3,1.2977,0.7706,,,2.86,2.8614,0.3495,,,29.31,29.3092,0.03412,,,1.27,1.2746,0.7845,,,7.25,7.2531,0.1379,,,1103.35,1103.3482,0.000906,,,29.03,29.0338,0.03444,,,30.72,30.7209,0.03255,,,1.58,1.58,0.6329,,,3.67,3.6724,0.2723,,,6.48,6.4784,0.1544,,,0.99,0.9886,1.0115,,,0.96,0.9571,1.0448
2/4/2011,0.62,0.6215,1.6089,,,0.74,0.7362,1.3583,,,0.99,0.9865,1.0137,,,1.68,1.675,0.597,,,479,479.0034,0.002088,,,6.56,6.557,0.1525,,,1871.64,1871.6446,0.000534,,,17.67,17.674,0.05658,,,45.61,45.6057,0.02193,,,9000.91,9000.9091,0.000111,,,3.71,3.7069,0.2698,,,82.03,82.0298,0.01219,,,12,11.9983,0.08335,,,1.3,1.3009,0.7687,,,2.86,2.8632,0.3493,,,29.41,29.4147,0.034,,,1.28,1.2751,0.7843,,,7.26,7.2588,0.1378,,,1113.72,1113.7233,0.000898,,,29.03,29.0267,0.03445,,,30.82,30.8154,0.03245,,,1.59,1.5857,0.6306,,,3.67,3.6725,0.2723,,,6.49,6.4882,0.1541,,,0.99,0.9901,1.01,,,0.96,0.9557,1.0464
2/3/2011,0.62,0.6189,1.6158,,,0.73,0.7324,1.3654,,,0.99,0.986,1.0142,,,1.67,1.6682,0.5994,,,479.7,479.6996,0.002085,,,6.56,6.557,0.1525,,,1875.19,1875.1894,0.000533,,,17.57,17.5674,0.05692,,,45.67,45.6688,0.0219,,,9000.91,9000.9091,0.000111,,,3.7,3.7027,0.2701,,,81.49,81.4897,0.01227,,,12.04,12.0406,0.08305,,,1.29,1.2929,0.7735,,,2.86,2.8566,0.3501,,,29.41,29.4147,0.034,,,1.27,1.2743,0.7848,,,7.29,7.2855,0.1373,,,1113.72,1113.7233,0.000898,,,29.03,29.0267,0.03445,,,30.91,30.9116,0.03235,,,1.59,1.5936,0.6275,,,3.67,3.6725,0.2723,,,6.47,6.4712,0.1545,,,0.99,0.9901,1.01,,,0.94,0.9435,1.0599
2/2/2011,0.62,0.6186,1.6165,,,0.73,0.7258,1.3777,,,0.99,0.9939,1.0062,,,1.66,1.6646,0.6007,,,480.92,480.9246,0.002079,,,6.56,6.5581,0.1525,,,1861.21,1861.2053,0.000537,,,17.5,17.5013,0.05714,,,45.54,45.5438,0.02196,,,8984.55,8984.5455,0.000111,,,3.68,3.6822,0.2716,,,81.81,81.8129,0.01222,,,12.03,12.029,0.08313,,,1.28,1.2833,0.7792,,,2.84,2.8375,0.3524,,,29.48,29.4751,0.03393,,,1.27,1.2721,0.7861,,,7.17,7.172,0.1394,,,1114.21,1114.2052,0.000898,,,29.03,29.0335,0.03444,,,30.87,30.8651,0.0324,,,1.58,1.5793,0.6332,,,3.67,3.6726,0.2723,,,6.45,6.4468,0.1551,,,0.99,0.9883,1.0118,,,0.94,0.9408,1.0629
2/1/2011,0.62,0.6202,1.6123,,,0.73,0.7251,1.3792,,,0.99,0.988,1.0122,,,1.66,1.662,0.6017,,,479.79,479.7872,0.002084,,,6.6,6.5971,0.1516,,,1847.67,1847.6723,0.000541,,,17.44,17.4437,0.05733,,,45.68,45.6814,0.02189,,,9020,9020,0.000111,,,3.68,3.6844,0.2714,,,81.46,81.4614,0.01228,,,12.01,12.0077,0.08328,,,1.28,1.2819,0.7801,,,2.83,2.8268,0.3538,,,29.56,29.565,0.03382,,,1.27,1.2716,0.7864,,,7.15,7.1484,0.1399,,,1113.58,1113.5802,0.000898,,,29.03,29.0287,0.03445,,,30.88,30.8808,0.03238,,,1.58,1.5809,0.6325,,,3.67,3.6735,0.2722,,,6.39,6.3889,0.1565,,,0.99,0.9922,1.0079,,,0.94,0.9389,1.0651
1/31/2011,0.62,0.6235,1.604,,,0.73,0.7291,1.3715,,,1,1.0024,0.9976,,,1.67,1.6737,0.5975,,,483.22,483.2208,0.002069,,,6.61,6.6065,0.1514,,,1869.78,1869.7761,0.000535,,,17.67,17.6661,0.05661,,,45.93,45.9303,0.02177,,,9028.83,9028.8288,0.000111,,,3.71,3.7119,0.2694,,,81.95,81.946,0.0122,,,12.15,12.1538,0.08228,,,1.29,1.293,0.7734,,,2.87,2.8659,0.3489,,,29.77,29.7742,0.03359,,,1.28,1.2795,0.7816,,,7.18,7.1791,0.1393,,,1119.78,1119.7765,0.000893,,,29.04,29.0409,0.03443,,,30.88,30.8844,0.03238,,,1.6,1.6017,0.6243,,,3.67,3.6724,0.2723,,,6.43,6.4326,0.1555,,,1,1.0022,0.9978,,,0.94,0.9402,1.0636
1/28/2011,0.63,0.6314,1.5837,,,0.73,0.735,1.3606,,,1.01,1.0075,0.9926,,,1.69,1.6852,0.5934,,,484.48,484.4811,0.002064,,,6.58,6.581,0.152,,,1863.81,1863.806,0.000537,,,17.86,17.8648,0.05598,,,45.85,45.8467,0.02181,,,9000,9000,0.000111,,,3.68,3.6755,0.2721,,,82.02,82.0197,0.01219,,,12.14,12.1415,0.08236,,,1.3,1.295,0.7722,,,2.9,2.9007,0.3447,,,29.82,29.8209,0.03353,,,1.28,1.2846,0.7785,,,7.17,7.1716,0.1394,,,1116.2,1116.2011,0.000896,,,29.07,29.0745,0.03439,,,31.02,31.0152,0.03224,,,1.61,1.6113,0.6206,,,3.67,3.6728,0.2723,,,6.53,6.5294,0.1532,,,1,0.999,1.001,,,0.94,0.943,1.0605
1/27/2011,0.63,0.6288,1.5904,,,0.73,0.7307,1.3686,,,1.01,1.0093,0.9907,,,1.67,1.675,0.597,,,485.16,485.1635,0.002061,,,6.58,6.5834,0.1519,,,1858.13,1858.1308,0.000538,,,17.66,17.6572,0.05663,,,45.68,45.6847,0.02189,,,9037.27,9037.2727,0.000111,,,3.65,3.6454,0.2743,,,83.05,83.0493,0.01204,,,12.04,12.0439,0.08303,,,1.3,1.2952,0.7721,,,2.85,2.8501,0.3509,,,29.64,29.6392,0.03374,,,1.28,1.2796,0.7815,,,7.04,7.0404,0.142,,,1114.46,1114.4619,0.000897,,,29.04,29.0418,0.03443,,,30.92,30.9207,0.03234,,,1.58,1.5799,0.6329,,,3.67,3.6723,0.2723,,,6.45,6.451,0.155,,,0.99,0.9941,1.0059,,,0.95,0.9466,1.0564
1/26/2011,0.63,0.6295,1.5886,,,0.73,0.7305,1.3688,,,1.01,1.0054,0.9947,,,1.67,1.6683,0.5994,,,488.85,488.8507,0.002046,,,6.58,6.5827,0.1519,,,1867.35,1867.3546,0.000536,,,17.68,17.6816,0.05656,,,45.49,45.489,0.02198,,,9048.18,9048.1818,0.000111,,,3.61,3.6075,0.2772,,,82.26,82.2562,0.01216,,,12.05,12.0496,0.08299,,,1.31,1.3053,0.7661,,,2.84,2.8364,0.3526,,,29.74,29.7371,0.03363,,,1.28,1.2795,0.7816,,,7.1,7.0991,0.1409,,,1115.81,1115.8072,0.000896,,,29.06,29.0599,0.03441,,,30.81,30.8142,0.03245,,,1.58,1.5756,0.6347,,,3.67,3.6727,0.2723,,,6.47,6.4714,0.1545,,,1,0.9953,1.0047,,,0.94,0.9437,1.0597
1/25/2011,0.63,0.6322,1.5817,,,0.73,0.733,1.3643,,,1.01,1.0091,0.991,,,1.67,1.6707,0.5985,,,492.89,492.8924,0.002029,,,6.58,6.5827,0.1519,,,1856.13,1856.1338,0.000539,,,17.76,17.7592,0.05631,,,45.7,45.7025,0.02188,,,8996.4,8996.3964,0.000111,,,3.61,3.6051,0.2774,,,82.32,82.3248,0.01215,,,12.09,12.0852,0.08275,,,1.31,1.309,0.764,,,2.84,2.8418,0.3519,,,29.77,29.7734,0.03359,,,1.28,1.2821,0.78,,,7.08,7.0773,0.1413,,,1122.02,1122.0225,0.000891,,,29.03,29.0291,0.03445,,,30.96,30.9643,0.0323,,,1.57,1.5716,0.6363,,,3.67,3.6727,0.2723,,,6.55,6.5482,0.1527,,,1,0.9986,1.0014,,,0.95,0.9453,1.0579
